센터ID,센터명,시도,시군구,유형,주소,우편번호,위도,경도,전화번호,팩스번호,홈페이지,설립일,의사인원수,간호사인원수,사회복지사인원수,기타인원_파싱_JSON,운영기관명,운영기관대표자명,운영기관전화번호,프로그램_개수,프로그램_리스트_텍스트,데이터출처
C0318,대전광역치매센터,대전광역시,중구,광역치매센터,대전광역시 중구 문화로 282,,36.31684464,127.4153053,042-280-8968,,,2019-03,1.0,1.0,3.0,{},충남대학교병원,송민호,042-280-8968,1,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",파일2
C0321,양주시 서부 치매안심센터(분소),경기도,양주시,치매안심센터,경기도 양주시 광적면 부흥로 618번길 303,,37.81249969,126.9723072,031-8082-4388,,,2022-12,0.0,4.0,0.0,"{""작업치료사"": 1, ""송영인력"": 1}",양주시보건소,김정은,031-8082-4388,6,치매조기검진 | 치매예방프로그램 | 치매환자 쉼터 | 치매가족지원사업 | 치매약제비 지원 | 조호용품등 지원,파일2
C0322,신곡치매안심센터,경기도,의정부시,치매안심센터,"경기도 의정부시 신곡로 71, 3층 (신곡동, 신곡1동 행정복지센터)",,37.73309574,127.0562161,031-870-6181,,,2018-12,0.0,2.0,0.0,"{""작업치료사"": 1, ""물리치료사"": 1}",의정부시 보건소,장연국,031-870-6181,6,무료치매선별검사 | 치매상담 | 치매예방교육 | 재가치매환자 조호물품 지원 | 치매치료관리비 지원 | 치매 극복의 날 기념행사 등,파일2
C0324,곡성군치매안심센터,전라남도,곡성군,치매안심센터,전라남도 곡성군 곡성읍 곡성로854,,35.27886716,127.2969046,061-360-8981,,,2019-09,0.0,7.0,1.0,"{""행정인력"": 1}",전라남도 곡성군청,,061-360-8981,3,등록관리 | 쉼터 | 예방 등,파일2
C0326,대덕구치매안심센터,대전광역시,대덕구,치매안심센터,대전광역시 대덕구 동춘당로 187,,36.36720857,127.4308384,042-608-4491,,,2019-07,1.0,8.0,1.0,{},대덕구보건소,김주연,042-608-4491,1,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",파일2
C0327,유성구치매안심센터,대전광역시,유성구,치매안심센터,대전광역시 유성구 박산로 177,,36.354491,127.328811,042-611-5112,,,2020-11,1.0,7.0,3.0,{},유성구보건소,신현정,042-611-5112,1,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",파일2
C0332,영암군치매안심센터,전라남도,영암군,치매안심센터,전라남도 영암군 영암읍오리정길39,,34.79533941,126.7033414,061-470-6030,,,2019-12,0.0,6.0,3.0,"{""의무기록사"": 1, ""물리치료사"": 1, ""작업치료사"": 2}",치매안심센터,최문형,061-470-6030,2,치매환자 쉼터 | 치매예방교실인지강화교실,파일2
C0333,진도군치매안심센터,전라남도,진도군,치매안심센터,전라남도 진도군 진도읍 남동1길 40-9,,34.480308,126.2629491,061-540-6961,,,2018-12,0.0,5.0,0.0,"{""작업치료사"": 2, ""행정인력"": 3}",진도군보건소,이경희,061-540-6961,2,치매조기검진 및 등록관리 | 인지건강프로그램 등,파일2
C0335,[분소]서귀포시서부치매안심센터(안덕분소),제주특별자치도,서귀포시,치매안심센터,"제주특별자치도 서귀포시 안덕면 화순중앙로12번길 30-9 (화순리, 안덕보건지소)",,33.250552,126.3313996,064-760-0975,,,2021-07,0.0,1.0,0.0,{},제주특별자치도 서귀포시 안덕보건지소,고행선,064-760-0975,4,치매조기검진 | 치매상담 및 등록관리 | 치매환자 쉼터 운영 | 조호물품지원 등의 다양한 치매통합서비스 제공,파일2
C0336,흥선치매안심센터,경기도,의정부시,치매안심센터,"경기도 의정부시 흥선로 20, 1층 (가능동, 흥선동행정복지센터)",,37.74626788,127.0306477,031-870-6166,,,2018-12,0.0,2.0,0.0,"{""작업치료사"": 1}",의정부시 보건소,장연국,031-870-6166,6,무료치매선별검사 | 치매상담 | 치매예방교육 | 재가치매환자 조호물품 지원 | 치매치료관리비 지원 | 치매 극복의 날 기념행사 등,파일2
C0340,전북특별자치도광역치매센터,전북특별자치도,전주시,광역치매센터,"전북특별자치도 전주시 완산구 서원로 328, 2층",,35.81213116,127.1302611,063-247-6082,,,2010-12,1.0,1.0,3.0,"{""임상심리사"": 1, ""작업치료사"": 3}",예수병원,한명일,063-247-6082,4,치매관리사업 계획 | 치매연구치매안심센터 및 노인복지시설 기술지원 | 치매관련 종사인력에 대한 교육훈련 | 치매환자 및 가족에 대한 치매의 예방 교육 및 홍보 등,파일2
C0341,서귀포시동부보건소치매안심센터,제주특별자치도,서귀포시,치매안심센터,제주특별자치도 서귀포시 남원읍 태위로 527,,33.275629,126.703417,064-760-6141,,,2018-07,0.0,3.0,3.0,{},제주특별자치도 서귀포시 동부보건소,강은아,064-760-6141,5,등록관리 | 조기검진 | 단기쉼터 및 치매 카페 운영 | 치매 인식개선 및 홍보 | 치매치료관리 지원 등,파일2
C0345,[분소]서귀포시동부치매안심센터(표선분소),제주특별자치도,서귀포시,치매안심센터,"제주특별자치도 서귀포시 표선면 표선중앙로 17 (표선리, 표선보건지소)",,33.331192,126.830292,064-760-6365,,,2021-05,0.0,0.0,0.0,{},제주특별자치도 서귀포시 표선보건지소,강은아,064-760-6365,4,치매 조기 검진 | 치매상담 및 등록관리 | 치매 환자 쉼터 | 조호물품 지원 등의 치매통합서비스 제공,파일2
C0346,[분소]서귀포시동부치매안심센터(성산분소),제주특별자치도,서귀포시,치매안심센터,"제주특별자치도 서귀포시 성산읍 고성오조로 42 (고성리, 성산보건지소)",,33.44655494,126.9157478,064-760-6477,,,2021-05,0.0,0.0,0.0,{},제주특별자치도 서귀포시 성산보건지소,강은아,064-760-6477,4,치매 조기 검진 | 치매상담 및 등록관리 | 치매 환자 쉼터 | 조호물품 지원 등의 치매통합서비스 제공,파일2
C0349,제주시 제주치매안심센터,제주특별자치도,제주시,치매안심센터,제주특별자치도 제주시 연삼로 264,,33.49159994,126.520239,064-728-8490,,,2018-08,0.0,12.0,2.0,"{""작업치료사"": 1}",제주특별자치도 제주시 제주보건소,이민철,064-728-8490,9,치매상담 및 등록관리 | 치매조기검진 | 치매예방 및 인지강화교실 | 경증치매 쉼터 프로그램 | 조호물품 지원 | 치매치료비 지원 | 치매가족지원 프로그램 | 인식개선 및 교육홍보사업 | 안심마을 운영 등,파일2
C0351,만안치매안심센터,경기도,안양시,치매안심센터,경기도 안양시 만안구 문예로 48 (6층),,37.385898,126.932945,031-8045-3038,,,2019-04,1.0,8.0,1.0,"{""작업치료사"": 2, ""기타"": 1}",만안구보건소,한영자,031-8045-3038,3,무료 치매검사 | 쉼터 운영 | 치매극복의 날 기념행사 등,파일2
C0352,사하구 치매안심센터(다대분소),부산광역시,사하구,치매안심센터,부산광역시 사하구 다대로530번길 7,,35.05916984,128.9713294,051-220-0034,,,2023-02,0.0,1.0,0.0,{},부산광역시 사하구보건소,박승아,051-220-0034,2,치매조기검진 | 조호물품 지원 등,파일2
C0353,사하구 치매안심센터(신평분소),부산광역시,사하구,치매안심센터,부산광역시 사하구 하신중앙로 185,,35.09496763,128.9615408,051-220-0074,,,2020-04,0.0,6.0,1.0,{},부산광역시 사하구보건소,박승아,051-220-0074,3,치매조기검진 | 치료관리비 지원 | 치매 인식 개선을 위한 홍보 캠페인 등,파일2
C0354,포천시치매안심센터 영북분소,경기도,포천시,치매안심센터,경기도 포천시 영북면 영북로166,,38.0892943195,127.2756336536,031-538-4860,,,2018-12,0.0,1.0,0.0,"{""작업치료사"": 1}",경기도 포천시보건소,포천시보건소장,031-538-4860,2,치매검진 | 치매인지강화 프로그램,파일2
C0355,포천시치매안심센터 일동분소,경기도,포천시,치매안심센터,경기도 포천시 일동면 소야길9,,37.9558113615,127.315347,031-538-4547,,,2020-08,0.0,1.0,0.0,"{""작업치료사"": 1}",경기도 포천시보건소,포천시보건소장,031-538-4547,2,치매검진 | 치매인지강화 프로그램,파일2
C0356,세종특별자치시광역치매센터,세종특별자치시,세종시,광역치매센터,세종특별자치시 조치원읍 수원지1길 16,,36.60725506,127.3000196,044-867-2851,,,2017-01,1.0,1.0,3.0,"{""작업치료사"": 2}",충남대학교병원,김정란,044-867-2851,4,치매 기획 | 연구 | 교육 | 기술지원사업(광역),파일2
C0357,세종특별자치시 치매안심센터(어진동),세종특별자치시,세종시,치매안심센터,세종특별자치시 시청대로 583,,36.4953831457,127.3188085003,044-301-2000,,,2019-12,0.0,4.0,1.0,{},세종특별자치시보건소,강민구,044-301-2000,4,치매검진 | 상담 | 쉼터 | 가족교실 프로그램 등 운영(기초),파일2
C0358,호원치매안심센터,경기도,의정부시,치매안심센터,"경기도 의정부시 신흥로 115, 별관 3층 (호원동, 호원2동행정복지센터)",,37.72645877,127.0431115,031-870-6124,,,2019-12,0.0,3.0,1.0,"{""물리치료사"": 1, ""시설관리"": 1}",의정부시 보건소,장연국,031-870-6124,6,무료치매선별검사 | 치매상담 | 치매예방교육 | 재가치매환자 조호물품 지원 | 치매치료관리비 지원 | 치매 극복의 날 기념행사 등,파일2
C0359,목포시 치매안심센터,전라남도,목포시,치매안심센터,전라남도 목포시 수문로 32,,34.79313246,126.3829319,061-270-4271,,,2018-04,2.0,12.0,3.0,"{""작업치료사"": 3, ""방사선사"": 1, ""행정인력"": 1}",전라남도 목포시 하당보건지소,김경희,061-270-4271,3,치매선별검사 | 치매프로그램 | 치매환자등록관리,파일2
